Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
Onye_Ocha,"I'm not a rape apologist &amp; i've tweeted extensively bout the incident. Nigeria now has a rape culture akin to India &amp; South Africa, thats the truth. I've worked in the security sector &amp; know this. It's the same story all over 9ja, it's js underreported, unreported in some areas. https://t.co/ltSPP8cICt",0,1,"Things fall apart, change is constant...",My comfort zone ,275,980917739278753792,2018-04-02 21:19:48
Ibraheemmusausm,@nasirdaniya Hi I have a very well constructed strategy to tackle security challenges in Nigeria.,1,0,Hustle muscle hard,,100,980912280211607553,2018-04-02 20:58:06
MrKakaki,"If you drive corolla and camry in Nigeria, your car is at higher security risk than most other expensive cars.
The use both cars engine for flying boat and the market is quite lucrative",2,0,Life ain't always what it seem to be,Nigeria,2155,980910313926209536,2018-04-02 20:50:17
edrormba,"18 Dead, 84 Injured in Boko Haram Attack in #Nigeria
Have the #UN convened a special security council session yet?
https://t.co/qAT6re9T3o https://t.co/GrwTldNOTv",4,3,"#Investments, #Trading, #StockMarket 
Besancon University, Sorbonne Nouvelle, Pace University MBA","Fort Myers, FL",7086,980909881967501312,2018-04-02 20:48:34
feelib,Nigeria assumes AU security council chair for April: Read Full News Here https://t.co/HUQ28pdWxb @Feelib,0,0,https://t.co/Urd1HRhXpF is a lightweight online news aggregator  website with contents generated from reliable and top websites all  over the globe. #Headlines,Nigeria,2273,980908251800834048,2018-04-02 20:42:06
MIGSinstitute,An attack from #BokoHaram has killed 15 people in northeastern Nigeria.   https://t.co/rMHqI16ZhN,0,0,Montreal Institute for Genocide &Human Rights Studies @Concordia .Atrocity Prevention.,Montreal,4015,980906994222665729,2018-04-02 20:37:06
news24extra,"Nigeria assumes AU security council chair for April
https://t.co/JmSJGc6EFh
@APCUKingdom https://t.co/xM3hHLoL40",0,0,"News, Politics, Entertainment, Sports, Interviews, Fashion, Religion, etc","Abuja, Nigeria",627,980905702020534272,2018-04-02 20:31:58
adekunle_wasman,@CTVpolitics Already Nigeria is lack of security.  So what bad about his speech,0,0,Born to be great.  Gentle and easy going dude,,37,980900845087809536,2018-04-02 20:12:40
ChikeAtulegwu,"@renoomokri Both terrorism and corruption are parasites to the growth of Nigeria. I commend that the Administration is going after the alleged PDP looters, and I hope they face due justice. If the money for the security of the nation was put into good use Boko haram won't be existing today.",2,0,"In matters of style, swim with the current; in matters of principle, stand like a rock. - Thomas Jefferson. Bsc (Hons) Policy and Strategic Studies. A WISE GUY!","Lagos, Nigeria",1306,980900776053702657,2018-04-02 20:12:23
daily_trust,Nigeria assumes AU security council chair for April https://t.co/TTkf1kiRDo,4,2,"Our Vision: To be a world class media company that earns public trust.
Our mission: To disseminate credible information for the good of all stakeholders","Abuja, Nigeria",525250,980898910301376512,2018-04-02 20:04:59
daily_trust,"Nigeria assumes AU security council chair for April
https://t.co/NILGauCbNp
@APCUKingdom @Biodunpen @MBuhari https://t.co/LGWiZiwOqJ",7,2,"Our Vision: To be a world class media company that earns public trust.
Our mission: To disseminate credible information for the good of all stakeholders","Abuja, Nigeria",525246,980894825359859712,2018-04-02 19:48:45
news24extra,Nigeria assumes AU security council chair for April https://t.co/SsxYLzoTyf https://t.co/lmztc4QeS7,0,0,"News, Politics, Entertainment, Sports, Interviews, Fashion, Religion, etc","Abuja, Nigeria",627,980893138116997120,2018-04-02 19:42:02
SERAPNigeria,"3. @GEJonathan Did your former National Security Adviser (NSA), Col. Sambo Dasuki (rtd) seek your approval to collect from the Central Bank of Nigeria the over $2 billion meant for purchase of arms for Nigerian soldiers? #BokoHaramArmsScandal",8,16,"SERAP is a nonprofit, nonpartisan, legal & advocacy org. devoted to promoting transparency, accountability & respect for socio-economic rights in Nigeria.",Lagos Nigeria,21693,980888882454646785,2018-04-02 19:25:08
Lordraph001,"PDP should ignore this looters list and tell Nigerians how they intend to get back Nigeria. APC is a disaster. Discuss the right topics: Security, Economy, Power, Agriculture, Youths empowerment, Foreign policies... Corruption talk is waste of time",20,19,"I am a Quantity Surveyor, an #Arsenal fan,a proud #Tiv man and Nigeria's future President","Benue, Ibadan,Lagos Nigeria",801,980882333694820360,2018-04-02 18:59:06
EjionyeDozie,"PDP should ignore this looters list and tell Nigerians how they intend to get back Nigeria. APC is a disaster.

Discuss the right topics:
Security
Economy
Power
Agriculture
Youths empowerment
Foreign policies...

Corruption is talk is overrated!",17,27,We not ENEMIES || MIP Farms || East-West Seed || Agro-consultant || Farmer || #RedWine,Earth...,3195,980877325226184707,2018-04-02 18:39:12
abdoulmaleeq,"@NobleKaycee @benmurraybruce I am a Nigerian, I have friends and family around Nigeria, most of them returned from the east before the arrest of KANU due to security threats from IPOB. I saw,  read and heard about their activities. Be sincere",0,0,My name is Abdoulmaleeq and am not a terrorist,Nigeria,76,980873777943891969,2018-04-02 18:25:07
chidexalex,BIAFRA PROTESTERS ARE BEEN MURDERED BY NIGERIA ISLAMIC SECURITY FORCE UNLAWFUL? @AMANPOUR CHRISTINE YOU ARE UNFAIR AND BAIS JOURNALIST SHAME TO YOU @CNN&amp;@BBC FOXES NEW @FOX FRIENDS https://t.co/2WfkQUyOeC,1,5,"UNITY BY FORCE & GUN🔫IS SLAVERY    
@REPORTER & COMMUNICATION SPECIALIST MEDIA AFFAIRS OF INDEGENOUS PEOPLE OF @BIAFRA)IN NIGERIA👈",BIAFRA LAND ,1293,980871874551959554,2018-04-02 18:17:33
Babariq_,"Until we get it right in the area of security, showbiz in nigeria will always be impeded. Now you know why everyone goes to Eko hotel, even at that, casualties still dey🤦🏽‍♂️ https://t.co/y2hO78kG10",1,0,❤️Music and Me🖤,"Lagos, Nigeria",3508,980862983340462085,2018-04-02 17:42:13
RealnewsMag,Security:  Nigeria: UN condemns continuous attack on civilians in Northeast https://t.co/g0ZFwClGRl,0,0,"Realnews, is a weekly investigative general interest online magazine with expertise in reporting business and economy, especially in the oil and gas sector…",Nigeria,472,980859021786845184,2018-04-02 17:26:28
AidJobs,Country Safety and Security Manager – Nigeria https://t.co/9dS0JxTIKX,0,0,"Job vacancies in the aid, development, humanitarian and nonprofit sector (volunteers, consultants or full-time employment)","Rome, Italy",27261,980857510771933185,2018-04-02 17:20:28
AdekanmbiAdebo2,"@tvcnewsng Major, your president is very epileptic that is why he put a northerner each to head all security outfits in Nigeria. Political",0,0,Believe that I can be the best,"Ogun, Nigeria",125,980856057688883205,2018-04-02 17:14:42
MrTohNey,"We've so normalize death in Nigeria that news of double digit number of deaths mean nothing to us. 

Majority of Northerners claimed they voted Buhari because he could solve internal security. Looks like they voted the wrong Buhari in 2015, &amp; want to vote the right Buhari in 2019",0,0,Health Practitioner|Public Health Enthusiast|Health Policy Analyst|Commentator|Casual Writer,Nigeria ,744,980854770985525248,2018-04-02 17:09:35
mrerickcarter,every part of Nigeria has security challenges,0,0,"Believe in something, anything,and it will help you create a reality",Pluto ,622,980850685011951617,2018-04-02 16:53:21
sensnavy,@DTM_IOM @IOMAfghanistan @IOMRONairobi @IOM_MENA @IOM_Nigeria @IOM_Libya @IOMSouthSudan @OIM_Peru @IOM_Caribbean @OIM_Niger Curious... how has the humanitarian response been in lawless countries? Do you provide your own security?,0,0,"Conservative, pro-gun, Christian, RCN (Retired)",Ottawa,75,980850110744576001,2018-04-02 16:51:04
GeneralDimka,"@segalink @NaijaRevolutio1 @PoliceNG @PoliceNG_PCRRU You see how Nigeria police and other security agencies killing innocent Nigerians on daily basic?  Nigerians that are still struggling to meet their needs, police will kill them without justice.see the Tyrant government we landed ourselves today? All we need to do vote Buhari out",4,0,,"Georgia, USA",372,980848796648255489,2018-04-02 16:45:51
dova_intern_Cha,"#Christians are unable to practice their faith this #Easter in the following countries  without severe, relentless #Persecution: #China, #Venezuela, #India, #Nigeria, #Sudan &amp; #Indonesia. #FaithUnderFire #ReligiousFreedom #genocide #Intolerance #JesusSaves https://t.co/NGcuX3EOLa https://t.co/faVN6lA33P",2,2,Advocating for & aiding persecuted Christians is our primary mission. Exposing Christian persecution & genocide worldwide. President: Dr. Kathleen L. D'Ovidio,"Maryland, USA",95,980848712023990274,2018-04-02 16:45:30
khalilhumam,Nigeria: Nigeria Security Tracker Weekly Update: March 24 - March 30 | Khalil Humam - https://t.co/GND0JcjSzj,0,0,https://t.co/PZgiOXUfA3 | https://t.co/5LGcFirpwx | International Development Speaker and Consultant,"Vancouver, British Columbia",209,980844871266291713,2018-04-02 16:30:15
usndidi,The story about gang rapes during Flavour concert is as disgusting as it is frightening. I just couldn't believe such a thing happened. There are definitely many psychiatric cases in Nigeria. We must improve security and perhaps end free shows. https://t.co/AiTDQbmtXT,0,0,,"Salvador, Brazil",55,980844638209826816,2018-04-02 16:29:19
Thecitizenng,(Nigeria assumes chairmanship of AU Peace and Security Council) - https://t.co/DcfcJnuniu https://t.co/XNrIH3JUce,0,0,,Nigeria,20375,980840789147246592,2018-04-02 16:14:01
mediamonarchy,Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/NbIXEYbrjl via @CFR_org https://t.co/tpwHKSm1yy,1,0,Est. 2005 #MorningMonarchy #NewWorldNextWeek #GoodNewsNextWeek #PumpUpThaVolume #Geopolitiks #CyberSpaceWar #FoodWorldOrder #HolyHexes #MediaMemes =^..^=,PDX,9777,980833666669490176,2018-04-02 15:45:43
ManonStravens,"Suspected #BokoHaram militants kill at least 15 in Nigeria's #Maiduguri, capital town of northern #Borno state. https://t.co/iZ2JRGw9Ny",0,0,"Journalist o.a. de Volkskrant, auteur 'De opstand van Boko Haram'. Kwettert over wat prikkelt en steekt. Meningen zijn de mijne.","Amsterdam, The Netherlands",453,980833105211789312,2018-04-02 15:43:29
HOAction,"I hope the cabal in government (if any) wouldn't stall his ingenious advice on complicated matters involving security, economy, education, Infrastructures, and other salient issues.

God bless Nigeria.",1,1,"Chairman, H.O.B. Housing Estates. Real Estate Developer. Thinker/Optimist/Good Governance Advocate. I love my country - Nigeria.",Nigeria,488,980830330881011713,2018-04-02 15:32:28
WajeMansur,@ShehuSani The money meant to take care of the security agents of our country was squandered by the lawless &amp; undistinguished senators of Nigeria. The remnants of the security agents was shared among the undistinguished people of the red chamber and yet apportioned blames on the Executive,0,0,"social activists for social justice. selfreliant, simple but hard working and always speaking for the voiceless.",,152,980827943143342081,2018-04-02 15:22:59
RawDawgBuffalo,"Gunfire and explosions 'rock Nigeria's Maiduguri'
Security forces in battle with large number of fighters suspected to be members of the Boko Haram armed group. https://t.co/IOUyOk2ka7",0,0,"#Father #writer #dogonpriestonbail #scientist [Torrance Stephens, PhD] Donate Bitcoin: 163jCMr5GQwivrZZqDDgqkMGeYtnGLNuAX or 1LqPZXxGJkaD7FGXxQYumW7oGfHWMpES85",#partsunknown,8132,980818096029126656,2018-04-02 14:43:51
BalogunAndrew2,"Nigeria is a mess .Nigeria is the only country in the world that can give amnesty to criminals, kidnappers ,robberies and terrorist that have killed security agents. Which way my people.",0,0,,,1,980813470718447616,2018-04-02 14:25:28
AsoRock,"(3)
You will recall that exercise AYEM AKPATUMA was flagged off 20th Feb, 2018. The exercise was aimed at further sustaining Nigerian Army’s constitutional roles of defending the territorial integrity of Nigeria as well as aiding the civil authority to maintain peace &amp; security.",13,5,Follow for the latest from the Federal Government of Nigeria.,Federal Capital Territory,342999,980811320936288257,2018-04-02 14:16:56
PolticsNewz,Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/IKA2hgSH2M https://t.co/KRw63PUSQD,1,0,"All the #politic facts here, in one profile only. Keep you posted!",United States,31333,980809331858989057,2018-04-02 14:09:01
inteldose,Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/q00Zyr0C2G,0,0,"This is a tailored news feed focused on Geopolitics, Intelligence, and Espionage.",Classified,111,980807249995055104,2018-04-02 14:00:45
QuorumCall,Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/C12Mvlan70 https://t.co/dWSBK2QXuO,0,1,US SENATE NEWS FEED Unofficial. Aggregating news items covering all 100 United States Senators & #USPolitics. RT or reply directly to your senators in the feed.,USA,15530,980800750824562689,2018-04-02 13:34:56
IntegoRisks,Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/65J1h8EH8f https://t.co/Im3p669EGV,0,0,,,12,980800688706920449,2018-04-02 13:34:41
boreronews,CFR : Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/AEI16TLXVZ,0,0,"Global news resource of international affairs, politics,foreign policy, internet,social media analytics #analytics",Indonesia,193,980800672638660609,2018-04-02 13:34:37
Vincecob,#CFR Nigeria Security Tracker Weekly Update: March 24 - March 30 https://t.co/VXzQeinJMe #Nigeria,0,0,"Human Rights researcher, focus on West Africa","Brussels, Belgium",161,980799749900193792,2018-04-02 13:30:57
calebzadokadiga,"Just like we have fake currency and genuine ones, in the security we do have the same. So is the situation of Nigeria now. Our security is so compromised and faked and under a General so called yet, no one is fired! Sic!",0,0,"Blogger, Producer, Ceo Adiga Productions.",Nigeria,142,980795330030702593,2018-04-02 13:13:23
